$ICAO,$Registration,sigh,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3
7C4A23,VH-OXH,True,Balloon Academy Pty. Ltd.,Kavanagh Balloons E-120,BALL,Civ,Up Up And Away,Hot Air Balloon,Thank You Montgolfier Brothers,Gas Bags,,,,
7C4A29,VH-OXN,True,Private,Amateur Built Aircraft Onex,ONEX,Civ,Teeny Tiny,You Came Here In That Thing,Nope Mobile,You came here in that thing ?,,,,
7C4A33,VH-OXX,True,Stick & Rudder Aviation Pty Ltd,Pitts Aviation Enterprises S-2A,PTS2,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool,,https://cdn.jetphotos.com/full/5/14503_1616245807.jpg,https://cdn.jetphotos.com/full/2/41060_1180918665.jpg,
7C4A6B,VH-OZH,True,Private,Cessna Aircraft Company 208B,C208,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/21387_1658751240.jpg,https://cdn.jetphotos.com/full/6/12965_1645561390.jpg,https://cdn.jetphotos.com/full/5/68744_1624339678.jpg
7C4CBB,VH-PFX,True,Escape Air Pty Ltd,Amateur Built Aircraft Pitts S-1S,PTS1,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool,,https://cdn.jetphotos.com/full/6/29488_1635770296.jpg,https://cdn.jetphotos.com/full/6/76376_1606560915.jpg,https://cdn.jetphotos.com/full/6/11332_1605967202.jpg
7C4CDD,VH-PGV,True,Private,Bell Helicopter Textron Canada Limited 206L-3,DFLY,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/98642_1520752339.jpg,,
7C4CF9,VH-PHN,True,Private,Aerospatiale Industries As 355 F2,AS55,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/59682_1665821477.jpg,https://cdn.jetphotos.com/full/6/39803_1497140310.jpg,https://cdn.jetphotos.com/full/5/81441_1465084095.jpg
7C4D00,VH-PHU,True,Private,Eurocopter As 350 Ba,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/39866_1639223341.jpg,https://cdn.jetphotos.com/full/6/92450_1513751786.jpg,https://cdn.jetphotos.com/full/6/26021_1489901861.jpg
7C4D46,VH-PJS,True,Dataflo Australia Pty Ltd,The Boeing Company A75L300,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,,https://cdn.jetphotos.com/full/5/82883_1646619250.jpg,https://cdn.jetphotos.com/full/6/37326_1646619205.jpg,https://cdn.jetphotos.com/full/5/34427_1594561688.jpg
7C4D6C,VH-PKU,True,Private,Airbus Helicopters As 350 B3,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/53864_1606557829.jpg,,
7C4DDA,VH-PNW,True,Private,Partenavia Costruzioni Aeronautiche Spa P.68C,P68,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/27207_1658562056.jpg,https://cdn.jetphotos.com/full/4/38501_1359470758.jpg,https://cdn.jetphotos.com/full/3/75874_1337939720.jpg
7C4DED,VH-POF,True,Private,Eurocopter Espana S.A. Ec135 P2+,EC35,Civ,Police Squad,Coppa,Surveillance,Police Forces,,https://cdn.jetphotos.com/full/5/16248_1627537996.jpg,,
7C4DFD,VH-POV,True,Private,Cessna Aircraft Company 208B,C208,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/85856_1661061770.jpg,https://cdn.jetphotos.com/full/5/44038_1658197773.jpg,https://cdn.jetphotos.com/full/6/87066_1638693558.jpg
7C567C,VH-RDA,True,Private,Eurocopter As 350 B2,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/1/23222_1146576467.jpg,https://cdn.jetphotos.com/full/1/16149_1088473024.jpg,
7C56D0,VH-RFM,True,Private,Air Tractor Inc At-802A,AT8T,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/98288_1611397307.jpg,https://cdn.jetphotos.com/full/1/44785_1254820753.jpg,
7C56F3,VH-RGL,True,Database Consultancy Pty Ltd,Amateur Built Aircraft Long-Ez,LGEZ,Civ,Whoosh,Shiny,Spaceship Spaceship Spaceship,Joe Cool,,,,
7C575B,VH-RJH,True,Balloons Above Pty Ltd,Kavanagh Balloons E-180,BALL,Civ,Up Up And Away,Hot Air Balloon,Thank You Montgolfier Brothers,Gas Bags,,,,
7C579E,VH-RLC,True,Private,Aerospatiale 355F1,AS55,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,,,
7C57AD,VH-RLR,True,Private,Aerospatiale Industries As.355F1,AS55,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/53968_1565603334.jpg,https://cdn.jetphotos.com/full/6/45275_1561444286.jpg,
7C57C1,VH-RMB,True,Private,Cessna Aircraft Company 525,C525,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/93522_1648460277.jpg,https://cdn.jetphotos.com/full/6/13264_1642596817.jpg,https://cdn.jetphotos.com/full/5/61789_1625818054.jpg
7C5810,VH-ROI,True,Private,Kavanagh Balloons C-77,BALL,Civ,Up Up And Away,Hot Air Balloon,Thank You Montgolfier Brothers,Gas Bags,,,,
7C5866,VH-RQW,True,Lloyd Helicopters Pty. Ltd.,Agusta S.P.A. Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/27224_1668513143.jpg,https://cdn.jetphotos.com/full/5/13145_1668249337.jpg,https://cdn.jetphotos.com/full/5/76337_1639445530.jpg
7C5868,VH-RQY,True,Lloyd Helicopters Pty. Ltd.,Agusta S.P.A. Aw 139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/21297_1623837947.jpg,https://cdn.jetphotos.com/full/6/60821_1612780062.jpg,https://cdn.jetphotos.com/full/2/11335_1173563700.jpg
7C5869,VH-RQZ,True,Lloyd Helicopters Pty. Ltd.,Agusta S.P.A. Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/13597_1633062301.jpg,https://cdn.jetphotos.com/full/5/21409_1631455889.jpg,https://cdn.jetphotos.com/full/6/72381_1616144646.jpg
7C58A3,VH-RSL,True,Private,Garlick Helicopters Inc Uh-1H,UH1,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/17540_1533888222.jpg,,
7C58A8,VH-RSQ,True,Private,Kawasaki Heavy Industries Bk117 B-2,BK17,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/47244_1663854504.jpg,https://cdn.jetphotos.com/full/6/24580_1630593432.jpg,https://cdn.jetphotos.com/full/6/34087_1557827481.jpg
7C58BE,VH-RTC,True,Private,Cessna Aircraft Company 208B,H269,Civ,Chopper,Lightweight,Bubble Canopy,Joe Cool,,https://cdn.jetphotos.com/full/3/51983_1378614352.jpg,,
7C5B69,VH-SCB,True,Oberon Aviation Services Pty Ltd,Cessna Aircraft Company 305F,O1,Civ,War Bird,Liason,Old Stuff,Historic,,https://cdn.jetphotos.com/full/1/29014_1040039561.jpg,,
7C5B72,VH-SCK,True,Australian Aerobatic Academy Pty Limited,Extra Flugzeugproduktions - Und Vertriebs - Gmbh Ea 300/Sc,E300,Civ,Do A Barrel Roll,High G,Aerobatics,Joe Cool,,https://cdn.jetphotos.com/full/5/34194_1601436933.jpg,https://cdn.jetphotos.com/full/5/61684_1601065696.jpg,https://cdn.jetphotos.com/full/5/35901_1587470682.jpg
7C5B76,VH-SCO,True,Private,Aerospatiale Industries As350 Fx2,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/24228_1653684030.jpg,https://cdn.jetphotos.com/full/5/56455_1512297278.jpg,https://cdn.jetphotos.com/full/6/71679_1489227403.jpg
7C5B7E,VH-SCW,True,Private,Ryan Aeronautical Company Scw-145,ZZZZ,Civ,Radial Engine,Touring,Old Stuff,Historic,,https://cdn.jetphotos.com/full/5/64320_1648362952.jpg,https://cdn.jetphotos.com/full/6/89221_1482908486.jpg,https://cdn.jetphotos.com/full/5/14522_1482908338.jpg
7C5B8F,VH-SDD,True,Private,Amateur Built Aircraft Starduster Sa300,SA30,Civ,Biplane,Aerobatics,,Joe Cool,,,,
7C5BB1,VH-SEB,True,Private,Auster Aircraft Ltd V,AUS6,Civ,Highwing,Training,Old Stuff,Historic,,,,
7C5BBA,VH-SEK,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/61219_1576271569.jpg,,
7C5BC3,VH-SET,True,Balloon Flights Over Melbourne Pty.Ltd.,Kavanagh Balloons E-240,BALL,Civ,Up Up And Away,Hot Air Balloon,Thank You Montgolfier Brothers,Gas Bags,,,,
7C5C28,VH-SHM,True,Private,Amateur Built Aircraft Pitts 12,PTMS,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool,,,,
7C5C44,VH-SIE,True,Private,Pitts Aviation Enterprises S-1E,PTS1,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool,,https://cdn.jetphotos.com/full/5/53343_1458403622.jpg,,
7C5C9C,VH-SKU,True,Private,Bell Helicopter Textron Canada Limited 206L-4,B06,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/93756_1599447900.jpg,https://cdn.jetphotos.com/full/6/18824_1599351209.jpg,https://cdn.jetphotos.com/full/5/30331_1598053019.jpg
7C5CAC,VH-SLA,True,Private,Kawasaki Heavy Industries Bk117 B-2,BK17,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/98728_1657684361.jpg,https://cdn.jetphotos.com/full/6/57162_1594886968.jpg,https://cdn.jetphotos.com/full/6/21575_1594106948.jpg
7C5CC0,VH-SLU,True,Private,Kawasaki Heavy Industries Bk117 B-2,BK17,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/44760_1651885523.jpg,https://cdn.jetphotos.com/full/5/52515_1622322534.jpg,https://cdn.jetphotos.com/full/6/11993_1580100087.jpg
7C5CD7,VH-SMH,True,Private,Yakovlev Aircraft Factories Yak-18T,Y18T,Civ,You Came Here In That Thing,Vashe Zdorovye,Soviet Union,Da Comrade,,https://cdn.jetphotos.com/full/6/70451_1630715892.jpg,https://cdn.jetphotos.com/full/5/89126_1500200216.jpg,https://cdn.jetphotos.com/full/5/28425_1497717032.jpg
7C5CD8,VH-SMI,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/91854_1631430418.jpg,https://cdn.jetphotos.com/full/5/15947_1615427226.jpg,https://cdn.jetphotos.com/full/6/22585_1611902101.jpg
7C5D00,VH-SNM,True,Private,The Boeing Company A75N1,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,,https://cdn.jetphotos.com/full/5/19762_1636165006.jpg,https://cdn.jetphotos.com/full/5/50800_1552711811.jpg,https://cdn.jetphotos.com/full/3/15585_1340456229.jpg
7C5D03,VH-SNP,True,Howton Aircraft Pty Ltd,Beech Aircraft Corp 58,ZZZZ,Civ,Biplane,,Old Stuff,Historic,,https://cdn.jetphotos.com/full/5/85984_1524987293.jpg,https://cdn.jetphotos.com/full/6/42759_1511346749.jpg,
7C5D72,VH-SQS,True,Private,Air Tractor Inc At-802,AT8T,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,,,
7C5D85,VH-SRB,True,Private,Aerospatiale Industries As.350B2,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/71629_1663855691.jpg,https://cdn.jetphotos.com/full/5/67470_1501995935.jpg,
7C5DAE,VH-SSG,True,Private,Kavanagh Balloons D-77,BALL,Civ,Up Up And Away,Hot Air Balloon,Thank You Montgolfier Brothers,Gas Bags,,,,
7C5DF5,VH-SUF,True,Private,Bell Helicopter Co 214B,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/73385_1640943407.jpg,https://cdn.jetphotos.com/full/6/49710_1483877069.jpg,https://cdn.jetphotos.com/full/5/29700_1482775757.jpg
7C5DF7,VH-SUH,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/30821_1646750254.jpg,https://cdn.jetphotos.com/full/5/11989_1645265666.jpg,https://cdn.jetphotos.com/full/6/60615_1632399058.jpg
7C5E02,VH-SUS,True,Private,Thunder & Colt Balloons Ax6-56Z,BALL,Civ,Up Up And Away,Hot Air Balloon,Thank You Montgolfier Brothers,Gas Bags,,,,
7C5E89,VH-SYJ,True,Lloyd Helicopters Pty. Ltd.,Agusta Construzioni Aeronautiche Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/37536_1651368991.jpg,https://cdn.jetphotos.com/full/5/51130_1650735261.jpg,https://cdn.jetphotos.com/full/5/17137_1626689393.jpg
7C5E95,VH-SYV,True,Lloyd Helicopters Pty. Ltd.,Agusta Construzioni Aeronautiche Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/38302_1434097726.jpg,https://cdn.jetphotos.com/full/4/91409_1387094579.jpg,https://cdn.jetphotos.com/full/1/80790_1243067583.jpg
7C5E99,VH-SYZ,True,Lloyd Helicopters Pty. Ltd.,Agusta Construzioni Aeronautiche Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/87589_1639776639.jpg,https://cdn.jetphotos.com/full/5/64790_1638176015.jpg,https://cdn.jetphotos.com/full/5/24028_1626055973.jpg
7C6046,VH-TAW,True,Private,Cessna Aircraft Company 206H,C206,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/30161_1649387132.jpg,https://cdn.jetphotos.com/full/6/78447_1637624906.jpg,https://cdn.jetphotos.com/full/5/29333_1630122129.jpg
7C60D7,VH-TEX,True,Private,North American Aviation Inc At-6C,T6,Civ,Training Wheels,Advanced Trainer,Old Stuff,Historic,,https://cdn.jetphotos.com/full/2/98176_1259061781.jpg,https://cdn.jetphotos.com/full/2/58944_1250848564.jpg,https://cdn.jetphotos.com/full/1/82555_1247915415.jpg
7C60F9,VH-TFV,True,Private,Textron Aviation Inc. 208B,C208,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/95061_1639046458.jpg,https://cdn.jetphotos.com/full/6/60787_1632123287.jpg,https://cdn.jetphotos.com/full/5/75291_1609758034.jpg
7C612D,VH-THB,True,Private,Rokospol Aviation Ltd Roko Via,ULAC,Civ,You Came Here In That Thing,,,Joe Cool,,https://cdn.jetphotos.com/full/5/85664_1664086647.jpg,https://cdn.jetphotos.com/full/5/66231_1635759589.jpg,
7C6141,VH-THV,True,Private,Aerospatiale Industries As.350B2,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/70713_1658834650.jpg,https://cdn.jetphotos.com/full/6/84542_1636127200.jpg,https://cdn.jetphotos.com/full/5/42993_1634514644.jpg
7C6144,VH-THY,True,Private,Eurocopter As 350 B3,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/84564_1636120008.jpg,https://cdn.jetphotos.com/full/2/56692_1257247847.jpg,
7C6163,VH-TIT,True,Wieland Aviation Group Pty Ltd,Working Group Transall Transall C-160,C160,Civ,Biplane,Do A Barrel Roll,Old Stuff,Historic,,https://cdn.jetphotos.com/full/6/79400_1667877628.jpg,,
7C6178,VH-TJE,True,Helicorp Pty. Ltd.,Leonardo S.P.A. Helicopters Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/68855_1668594029.jpg,https://cdn.jetphotos.com/full/6/12929_1668343039.jpg,https://cdn.jetphotos.com/full/5/97558_1665237298.jpg
7C6179,VH-TJF,True,Helicorp Pty. Ltd.,Agustawestland S.P.A. Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/57325_1654086859.jpg,https://cdn.jetphotos.com/full/6/35381_1648098715.jpg,https://cdn.jetphotos.com/full/6/39750_1645426899.jpg
7C617A,VH-TJG,True,Helicorp Pty. Ltd.,Leonardo S.P.A. Helicopters Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/99289_1638588551.jpg,https://cdn.jetphotos.com/full/6/94379_1626423918.jpg,https://cdn.jetphotos.com/full/6/89972_1610008139.jpg
7C617B,VH-TJH,True,Helicorp Pty. Ltd.,Finmeccanica S.P.A. Helicopter Division Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/21650_1668853478.jpg,https://cdn.jetphotos.com/full/6/95178_1663983328.jpg,https://cdn.jetphotos.com/full/6/65494_1655116231.jpg
7C617C,VH-TJI,True,Helicorp Pty. Ltd.,Leonardo S.P.A. Helicopters Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/30657_1630928711.jpg,https://cdn.jetphotos.com/full/5/66093_1606419579.jpg,
7C617D,VH-TJJ,True,Helicorp Pty. Ltd.,Finmeccanica S.P.A. Helicopter Division Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/6/96087_1649775662.jpg,https://cdn.jetphotos.com/full/5/16978_1641259715.jpg,https://cdn.jetphotos.com/full/5/57418_1641107724.jpg
7C617E,VH-TJK,True,Helicorp Pty. Ltd.,Finmeccanica S.P.A. Helicopter Division Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/43205_1659003343.jpg,https://cdn.jetphotos.com/full/6/67800_1653121364.jpg,https://cdn.jetphotos.com/full/5/79735_1641719553.jpg
7C6182,VH-TJO,True,Helicorp Pty. Ltd.,Leonardo S.P.A. Helicopters Aw139,A139,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,,https://cdn.jetphotos.com/full/5/47851_1659257888.jpg,https://cdn.jetphotos.com/full/5/35464_1657957915.jpg,https://cdn.jetphotos.com/full/5/70666_1641951754.jpg
7C619B,VH-TKD,True,Private,Kawasaki Heavy Industries Ltd. Bk117 B-2,BK17,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/48154_1652859991.jpg,,
7C61BF,VH-TLD,True,Private,Cessna Aircraft Company 208B,C208,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/41656_1637335462.jpg,https://cdn.jetphotos.com/full/5/70919_1637048101.jpg,https://cdn.jetphotos.com/full/5/52060_1590235103.jpg
7C61F0,VH-TMQ,True,Southern Cross Air Tours Pty Ltd,Mcdonnell Douglas Corp. Dc3C-R-1830-90C,DC3,Civ,Gooney,Rejuvenated,Indestructible,Historic,,https://cdn.jetphotos.com/full/6/44177_1646465999.jpg,https://cdn.jetphotos.com/full/6/82243_1643631844.jpg,https://cdn.jetphotos.com/full/6/79478_1620954457.jpg
7C61F8,VH-TMY,True,Private,Eurocopter As.350B3,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/90402_1613443297.jpg,https://cdn.jetphotos.com/full/1/13696_1160300752.jpg,https://cdn.jetphotos.com/full/1/70961_1113145146.jpg
7C620A,VH-TNG,True,Private,Eurocopter Deutscland Gmbh Mbb-Bk 117 C-2,EC45,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/59871_1636120520.jpg,https://cdn.jetphotos.com/full/6/36713_1561095099.jpg,https://cdn.jetphotos.com/full/1/20310_1257215178.jpg
7C621A,VH-TNW,True,Cct Racing Pty Ltd,Aero Vodochody L-29,L29,Civ,Da Comrade,Jet Trainer,Must Be Nice,Joe Cool,https://en.wikipedia.org/wiki/Aero_L-29_Delf%C3%ADn,https://cdn.jetphotos.com/full/5/81588_1523159588.jpg,https://cdn.jetphotos.com/full/1/32790_1215414876.jpg,https://cdn.jetphotos.com/full/1/28582_1151367240.jpg
7C6285,VH-TQV,True,Private,Cessna Aircraft Company 208B,C208,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/44892_1659859427.jpg,https://cdn.jetphotos.com/full/6/18415_1650453105.jpg,https://cdn.jetphotos.com/full/5/35949_1633130151.jpg
7C6298,VH-TRE,True,Private,Cessna Aircraft Company 182Q,C182,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/1/10128_1225487788.jpg,https://cdn.jetphotos.com/full/2/62214_1207907259.jpg,https://cdn.jetphotos.com/full/1/41829_1207906759.jpg
7C62A2,VH-TRO,True,Private,North American Aviation Inc T-28D-5,T28,Civ,Training Wheels,Advanced Trainer,Old Stuff,Historic,,https://cdn.jetphotos.com/full/5/59418_1628593644.jpg,https://cdn.jetphotos.com/full/6/35541_1502272350.jpg,https://cdn.jetphotos.com/full/6/97741_1496821048.jpg
7C62CD,VH-TSV,True,Private,Eurocopter As 350 Ba,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/31653_1669681674.jpg,https://cdn.jetphotos.com/full/6/46186_1648523356.jpg,https://cdn.jetphotos.com/full/5/34734_1598745814.jpg
7C62CF,VH-TSX,True,Private,Cessna Aircraft Company R182,C82R,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/1/35559_1302646772.jpg,,
7C632A,VH-TVG,True,Private,Aerospatiale Industries As.350Ba,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/18536_1659597049.jpg,https://cdn.jetphotos.com/full/6/42313_1637133917.jpg,https://cdn.jetphotos.com/full/5/19946_1623371683.jpg
7C635F,VH-TWX,True,Private,Cessna Aircraft Company 208B,C208,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/59562_1635640035.jpg,https://cdn.jetphotos.com/full/6/49297_1572676650.jpg,https://cdn.jetphotos.com/full/6/68358_1516533562.jpg
7C6399,VH-TYJ,True,Paul Bennet Airshows Pty Ltd,Amateur Built Aircraft Pitts 12,PTMS,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool,,https://cdn.jetphotos.com/full/6/11240_1650072607.jpg,https://cdn.jetphotos.com/full/6/27457_1621849723.jpg,https://cdn.jetphotos.com/full/6/57027_1583500952.jpg
7C6547,VH-UAH,True,Private,Airbus Helicopters As 350 B3E,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/93866_1658133650.jpg,https://cdn.jetphotos.com/full/5/65927_1656723616.jpg,https://cdn.jetphotos.com/full/5/47974_1593918778.jpg
7C645A,VH-UAK,True,Private,Eurocopter As 350 B3,AS50,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/35635_1644200655.jpg,https://cdn.jetphotos.com/full/6/32890_1619782159.jpg,
7C654D,VH-UAN,True,Private,Kawasaki Heavy Industries Bk117 B-2,BK17,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/5/46679_1628384058.jpg,https://cdn.jetphotos.com/full/5/17897_1602830406.jpg,https://cdn.jetphotos.com/full/5/94953_1602367928.jpg
7C6557,VH-UAX,True,Private,Kawasaki Heavy Industries Bk117 B-2,BK17,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/24247_1518915374.jpg,https://cdn.jetphotos.com/full/2/12645_1292814370.jpg,
7C65D1,VH-UEB,True,Private,Auster Aircraft Ltd J1N,J1,Civ,Highwing,Touring,Old Stuff,Historic,,https://cdn.jetphotos.com/full/6/50891_1564660873.jpg,https://cdn.jetphotos.com/full/3/87322_1332674872.jpg,
7C65D2,VH-UEC,True,Private,Bell Helicopter Co 212,B212,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/75376_1663983397.jpg,https://cdn.jetphotos.com/full/6/30553_1646532948.jpg,https://cdn.jetphotos.com/full/6/59744_1624106743.jpg
7C65D4,VH-UEE,True,Private,Williams Helicopter Corporation Uh-1H,UH1,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,https://www.nafc.org.au/,https://cdn.jetphotos.com/full/6/73279_1643365706.jpg,https://cdn.jetphotos.com/full/5/88424_1640674532.jpg,https://cdn.jetphotos.com/full/6/63723_1534659672.jpg
7C65E0,VH-UEQ,True,Platinum Aircraft Charter Pty Ltd,De Havilland Aircraft Company Dh-82A,DH82,Civ,Biplane,History,Old Stuff,Historic,,https://cdn.jetphotos.com/full/6/34854_1631443256.jpg,https://cdn.jetphotos.com/full/1/13742_1250510716.jpg,https://cdn.jetphotos.com/full/1/37571_1249535028.jpg
7C660B,VH-UFX,True,Private,Aerotek Inc. S-2A,PTS2,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool,,,,
